"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube","H Tube Sample","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2019-01-01","05:18","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Ice pellets","ip","1","4","11.2","","9.2","270","27","NC","101","","-4.0","-5.0","-5.0","-3.0","-3.0","-8.0","W","Light","L","SG","Drifting. HN24 board was scoured. True new snow total is probably in between HN24 (4cm) and the 10 cm increase in HS.

Heavy wet snow with the top ~1.5 cm being sleet","","2019-01-01 06:05:09","2019-01-01 06:09:10","fongemie","","0","72.45.182.26","3852","64upi"
"2019-01-02","05:20","Overcast","OVC","No precipitation","NO","","","","","","1","","","2.5","","0.0","5","103","","-14.0","-9.5","-7.0","-14.0","1.0","-15.0","W","Light","L","SG","","","2019-01-02 05:58:56","2019-01-02 05:58:56","fongemie","","0","71.255.134.162","3853","4kqzh"
"2019-01-03","05:20","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2-4","2","1.4","","1.4","61","6","NC","112","","-10.0","-10.0","-9.0","-10.0","-10.0","-15.5","W","Light","L","SG","Some drifting and scouring around the snow plot. The trail and the deck feel more in line with the 9cm of new snow at HS; the melted total in the can aligns with the 2 cm of snow measured on the HN24 board.","","2019-01-03 06:08:21","2019-01-03 07:01:02","fongemie","","0","72.45.182.26","3854","h8c2x"
"2018-12-15","05:25","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","108","0","-1.0","-4,0","-5.5","-1.0","-1.0","-17.5","W","Moderate","M","SG","","","2018-12-15 05:54:09","2018-12-15 05:54:09","fongemie","","0","72.45.182.26","3835","4u4tc"
"2018-12-16","05:24","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","106","2","-10.0","-7.5","-6.0","-8.5","-1.0","-10.0","","Calm","C","SG","","","2018-12-16 05:48:26","2018-12-16 05:48:26","fongemie","","0","72.45.182.26","3836","ynrdp"
"2018-12-17","05:20","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Needles","nd","2","2","","2.5","2.4","139","14","NC","108","0","-5.0","-5.0","-5.5","-5.0","-1.5","-8.5","","Calm","C","SG","","","2018-12-17 06:08:06","2018-12-17 06:08:06","fongemie","","0","71.255.134.162","3837","2vt01"
"2018-12-18","05:21","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2","4","6.2","","7.1","136","","NC","118","","-15.0","-8.0","-6.0","-17.0","-2.5","-17.0","W","Strong","S","SG","Drifting around snow stake","","2018-12-18 06:15:56","2018-12-18 06:15:56","fongemie","","0","72.45.182.26","3838","tvyiz"
"2018-12-19","05:21","Clear","CLR","No precipitation","NO","","","","","","T","","","0.4","","","8","115","3","-10.0","-7.0","-6.5","-10.0","-17.0","-10.0","W","Moderate","M","SG","HN24 board scoured; Scouring might have played a role in 3 cm 'settlement'","","2018-12-19 05:50:12","2018-12-19 05:50:12","fongemie","","0","72.45.182.26","3839","ncwua"
"2019-01-13","05:20","Clear","CLR","No precipitation","NO","","","","","","0","","","T","","0.0","0","154","1","-20.0","-16.0","-10.5","-19.5","-15.0","-23.5","","Calm","C","SG","Trace of snow in can probably blew there.","","2019-01-13 05:52:24","2019-01-13 05:52:24","fongemie","","0","71.255.134.162","3855","ka5rv"
"2019-01-14","05:20","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","151","3","-20.0","-15.0","-12.0","-18.5","-12.0","-19.5","","Calm","C","SG","","","2019-01-14 05:43:00","2019-01-14 05:43:00","fongemie","","0","72.45.182.26","3856","oteod"
"2019-01-15","05:20","Few","FEW","No precipitation","NO","","","","","","0","","","0","","0.0","0","148","3","-13.0","-11.5","-10.0","-12.5","-9.0","-18.5","","Calm","C","SG","","","2019-01-15 05:53:42","2019-01-15 05:53:42","fongemie","","0","72.45.182.26","3857","6zqhi"
"2019-01-16","05:21","Overcast","OVC","No precipitation","NO","","","","","","T","","","0.2","","0.0","T","148","0","-10.0","-10.0","-9.5","-10.0","-7.0","-14.5","W","Light","L","SG","","","2019-01-16 05:50:42","2019-01-16 05:50:42","fongemie","","0","72.45.182.26","3858","mgxa4"
"2019-01-17","05:18","Clear","CLR","No precipitation","NO","","","","","","1","","","1.4","","0.0","1","147","2","-21.5","-14.0","-10.0","-20.0","-9.0","-22.0","W","Light","L","SG","Snow on the boards was wind affected and unevenly distributed but 1 cm seems about right. I'd say there is not more than 1 cm of new snow on the trail and the drifts on the deck are small.","","2019-01-17 05:57:25","2019-01-17 05:57:25","fongemie","","0","72.45.182.26","3859","5ljvb"
"2019-01-18","05:18","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2-3","0","","","0","","0.0","0","145","2","-15.0","-13.0","-11.5","-14.5","-13.0","-20.0","SW","Moderate","M","SG","","","2019-01-18 05:43:14","2019-01-18 05:43:14","fongemie","","0","72.45.182.26","3860","ajic"
"2019-01-19","05:18","Clear","CLR","No precipitation","NO","","","","","","2","1.5","","0.7","81","8","2","145","2","-18.5","-13.0","-10.5","-16.0","-10.0","-16.0","W","Light","L","SG","","","2019-01-19 06:03:35","2019-01-19 06:03:35","fongemie","","0","71.255.134.162","3861","smitz"
"2019-01-20","05:20","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Needles","nd","1-4","13","14.7","","12.5","110","11","NC","158","0","-16.0","-15.0","-12.0","-15.5","-12.0","-17.5","W","Light","L","SG","Also 2mm IR
Top 2 cm was denser than snow underneath and somewhat cohesive.","","2019-01-20 06:08:47","2019-01-20 06:08:47","fongemie","","0","72.45.182.26","3862","ixj0m"
"2019-01-21","05:15","Overcast","OVC","No precipitation","NO","","","","","","19","30.9","","26.6","164","16","32","175","2","-21.0","-16.5","-14.5","-20.5","-7.0","-24.0","W","Light","L","SG","spilled some water from the can; measured 25.6 mm and I estimate I spilled 1 mm","","2019-01-21 06:22:02","2019-01-21 06:22:02","fongemie","","0","72.45.182.26","3863","nc2b8"
"2019-01-22","05:21","Clear","CLR","No precipitation","NO","","","","","","0","","","3.9","","0.0","0","172","3","-22.5","-21.5","-19.0","-19.0","-19.0","-26.5","SW","Strong","S","DS","Snow in snow can drifted in. (Or snow boards scoured clear)","","2019-01-22 12:07:59","2019-01-22 12:07:59","fongemie","","0","72.45.182.26","3864","j7iz5"
"2019-01-23","05:33","Overcast","OVC","Snow","SN","Light snowfall","S1","Irregular crystals","ir","1","0","","","0.1","","0.0","0","169","3","-9.0","-14.0","-14.0","-8.0","-8.0","-19.0","W","Moderate","M","DS","","","2019-01-23 06:24:30","2019-01-23 06:24:30","fongemie","","0","71.255.134.162","3865","uunoa"
"2019-01-04","05:20","Broken","BKN","No precipitation","NO","","","","","","5","3.9","","3.4","75","8","9","116","1","-9.5","-8.5","-7.0","-8.5","-7.0","-10.0","W","Light","L","SG","","","2019-01-04 06:03:32","2019-01-04 06:03:32","fongemie","","0","72.45.182.26","3866","72z7k"
"2019-01-05","05:20","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","114","2","-6.5","-5.0","-5.5","-3.0","-1.5","-8.5","","Calm","C","SG","","","2019-01-05 05:44:57","2019-01-05 05:44:57","fongemie","","0","71.255.134.162","3867","r9by8"
"2019-01-06","05:20","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Needles","nd","1-2","T","","","T","","0.0","NC","112","2","-6.5","-6.5","-5.5","-6.5","-2.0","-6.5","W","Moderate","M","SG","1-2 mm rND
1 mm GP
2 mm rST","","2019-01-06 05:52:47","2019-01-06 05:52:47","fongemie","","0","72.45.182.26","3868","mgh6z"
"2019-01-07","05:20","Clear","CLR","No precipitation","NO","","","","","","7","8.0","","6.5","112","11","7","122","","-18.0","-11.0","-8.0","-17.0","-6.0","-17.0","W","Strong","S","SG","Considerable drifting, but snow was deposited very evenly on the HN24 and HST boards. 11% density probably reflects the fact that the snow is wind affected and seemingly a bit denser than what was falling from the sky yesterday.","","2019-01-07 06:06:21","2019-01-07 07:48:28","fongemie","","0","72.45.182.26","3869","jsmm9"
"2019-01-08","05:25","Obscured","X","Snow","SN","Moderate snowfall","S2","Needles","nd","1-2","0","","","1.3","","0.0","NC","120","2","-11.5","-10.5","-7.5","-11.0","-7.5","-16.5","W","Strong","S","DS","New snow was present, HN24 and HST boards blown clear by wind.

Rimed needles and graupel","","2019-01-08 07:22:28","2019-01-08 07:22:28","fongemie","","0","71.255.134.162","3870","qibt"
"2019-01-09","05:26","Obscured","X","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1-2","7","8.4","7.0","8.4","","12.0","NC","126","1","-2.0","-2.5","-4.0","-1.5","0.0","-11.5","","Calm","C","DS","","","2019-01-09 08:32:15","2019-01-09 08:32:15","fongemie","","0","72.45.182.26","3871","yjhyr"
"2019-01-10","05:20","Obscured","X","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1-3","30","40.5","30.0","24.5","","14","NC","150","","-10.0","-9.5","-8.5","-11.0","-1.0","-11.0","W","Light","L","DS","I forgot to clear HN24 board yesterday morning. HN24 and HN24W includes snow from Tuesday

Very strong winds last night with large drifts around Hermit Lake","","2019-01-10 06:47:59","2019-01-10 06:47:59","fongemie","","0","72.45.182.26","3872","5ywgy"
"2019-01-11","05:18","Broken","BKN","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","&gt;1","6","5.7","6.2","5.4","","9","34","160","","-16.0","-12.5","-10.0","-16.5","-11.0","-17.0","SW","Strong","S","DS","Current precipitation likely just wind transported snow (HST cleared)

On 1/10 HS stake had plastered snow obscuring gradations and the reading was inaccurate. Today's reading is accurate.","","2019-01-11 07:13:20","2019-01-11 07:13:20","fongemie","","0","72.45.182.26","3873","t5imx"
"2019-01-12","05:18","Overcast","OVC","No precipitation","NO","","","","","","T","","","2.4","","0.0","T","155","5","-22.0","-16.5","-12.0","-23.0","-16.5","-26.0","W","Strong","S","SG","","","2019-01-12 06:00:10","2019-01-12 06:00:10","fongemie","","0","71.255.134.162","3874","agbet"
"2019-02-08","05:25","Overcast","OVC","Rain","RA","Very light snowfall","S-1","","","","0","","","0.6","","0.0","0","165","4","0.0","0.0","0.0","3.5","3.5","-2.0","SW","Light","L","DS","","","2019-02-08 05:51:39","2019-02-08 05:51:39","fongemie","","0","71.255.134.162","3875","p7jf"
"2019-02-09","05:17","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1","T","","","T","","0.0","NC","164","1","-16.5","-8.0","-3.0","-18.0","6.0","-18.0","W","Strong","S","SG","Also 2mm rSD","","2019-02-09 05:54:41","2019-02-09 05:54:41","fongemie","","0","72.45.182.26","3876","29mul"
"2019-02-10","05:17","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","164","0","-17.5","-11.0","-7.0","-19.0","-17.0","-19.0","W","Moderate","M","SG","","","2019-02-10 05:43:04","2019-02-10 05:43:04","fongemie","","0","72.45.182.26","3877","v3baa"
"2019-02-11","05:19","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","164","0","-17.0","-13.5","-11.0","-15.0","-14.0","-20.0","W","Moderate","M","SG","","","2019-02-11 05:48:07","2019-02-11 05:48:07","fongemie","","0","72.45.182.26","3878","1hmpe"
"2019-02-12","05:21","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","164","","-17.0","-15.0","-12.0","-16.0","-13.0","-18.0","","Calm","C","SG","","","2019-02-12 05:44:43","2019-02-12 05:44:43","fongemie","","0","72.45.182.26","3879","t7mc5"
"2019-01-24","07:06","Obscured","X","Rain","RA","Light snowfall","S1","","","","0","","","4.3","","0.0","0","163","6","-0.5","-0.5","-1.5","2.5","3.0","-10.0","W","Moderate","M","DS","","","2019-01-24 07:32:55","2019-01-24 07:32:55","fongemie","","0","72.45.182.26","3880","nwl24"
"2019-01-25","05:33","Broken","BKN","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5-1","T","","","45.2","","0.0","T","155","8","-5.5","-3.0","-2.0","-9.0","2.5","-9.0","W","Strong","S","DS","Current precipitation likely just wind blown snow","","2019-01-25 07:27:27","2019-01-25 07:27:27","fongemie","","0","72.45.182.26","3881","3j03i"
"2019-01-26","05:20","Scattered","SCT","No precipitation","NO","","","","","","3","1.5","","0.6","56","6","3","158","0","-18.0","-11.5","-6.5","-17.5","-11.5","-17.5","","Calm","C","SG","","","2019-01-26 06:01:07","2019-01-26 06:01:07","fongemie","","0","72.45.182.26","3882","h8kog"
"2019-01-27","05:18","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1-2","T","","","0.2","","0.0","NC","155","3","-15.0","-11.5","-10.0","-15.0","-14.0","-17.5","W","Light","L","SG","","","2019-01-27 05:54:59","2019-01-27 05:58:49","fongemie","","0","72.45.182.26","3883","ppmbm"
"2019-01-28","05:20","Broken","BKN","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1","13","8.7","","7.1","67","7","NC","170","","-19.0","-11.5","-10.0","-17.5","-7.5","-17.5","SW","Moderate","M","SG","Minimal wind effect at the snow plot this morning. Snow on boards was relatively evenly distributed (+/-1 cm) though HS did accumulate 2 more centimeters than the board.","","2019-01-28 06:11:38","2019-01-28 06:11:38","fongemie","","0","71.255.134.162","3884","b4bn5"
"2019-01-29","05:20","Scattered","SCT","No precipitation","NO","","","","","","0","","","0","","0.0","11","167","3","-19.5","-14.5","-12.0","-18.5","-13.0","-20.0","SW","Light","L","SG","Huge and sudden change in temperature between cabin and snow plot... 9.5 degrees warmer at cabin according to thermometer on deck.","","2019-01-29 05:50:24","2019-01-29 05:50:24","fongemie","","0","72.45.182.26","3885","3504k"
"2019-01-30","05:21","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2-3","25","24.7","","18.1","99","10","NC","189","3","-7.0","-8.0","-8.5","-7.5","-7.5","-18.5","","Calm","C","SG","rST 2-3mm; GP 2 mm; IR 1 mm;
Top 5ish cm of snow was denser and more cohesive but the difference wasn't pronounced
Limited wind effect at snow plot: snow depth on 24H board varied by only about 1cm and HS, which usually sits in a drift, showed reasonable 3 cm of settlement in snow beneath rather than accumulating extra snow.
Snow in courtyard and on deck has drifted slightly.","","2019-01-30 06:19:04","2019-01-30 06:34:08","fongemie","","0","72.45.182.26","3886","3hpfu"
"2019-01-31","05:20","Overcast","OVC","No precipitation","NO","","","","","","2","1.8","","0.8","86","9","26","188","3","-24.5","-15.0","-10.0","-27.0","-7.0","-27.0","W","Moderate","M","SG","Snow on boards was wind affected.","","2019-01-31 06:11:54","2019-01-31 06:11:54","fongemie","","0","71.255.134.162","3887","zd62w"
"2019-02-01","05:20","Scattered","SCT","No precipitation","NO","","","","","","0","","","0.3","","0.0","0","184","4","-23.5","-18.0","-12.5","-24.5","-23.0","-27.0","W","Strong","S","SG","0.3 mm SWE in can probably just blew in.","","2019-02-01 05:52:27","2019-02-01 05:52:27","fongemie","","0","71.255.134.162","3888","b6q41"
"2019-02-02","05:23","Clear","CLR","No precipitation","NO","","","","","","0","","","T","","0.0","0","180","4","-19.0","-16.0","-13.0","-19.5","-19.5","-25.0","W","Light","L","SG","Trace of snow in can probably blew there.","","2019-02-02 05:48:48","2019-02-02 05:48:48","fongemie","","0","72.45.182.26","3889","fjhra"
"2019-02-03","05:23","Clear","CLR","No precipitation","NO","","","","","","T","","","0.4","","0.0","T","180","0","-12.5","-11.5","-9.0","-12.5","-11.5","-20.0","W","Light","L","SG","","","2019-02-03 05:54:38","2019-02-03 05:54:38","fongemie","","0","72.45.182.26","3890","zwo4a"
"2019-02-04","05:21","Overcast","OVC","No precipitation","NO","","","","","","3","10.0","","10.3","","","3","179","4","0.0","-2.0","-5.0","1.5","1.5","-13.0","W","Light","L","SG","Density 345 kg/m3 ; snow on board was nearly saturated with water.","","2019-02-04 06:05:17","2019-02-04 06:05:17","fongemie","","0","72.45.182.26","3891","pscmc"
"2019-02-05","05:21","Overcast","OVC","Rain","RA","Very light snowfall","S-1","","","","0","","","T","","0.0","0","171","8","-0.5","0.5","0.5","6.0","6.0","0.0","W","Light","L","DS","Thermometer re-calibrated after snow plot (adjusted down about half a degree)","","2019-02-05 06:28:38","2019-02-06 06:03:19","fongemie","fongemie","0","72.45.182.26","3892","yyavp"
"2019-02-06","05:28","Clear","CLR","No precipitation","NO","","","","","","0","","","0.9","","0.0","0","168","3","-7.0","-3.5","-1.5","-10.0","6.0","-10.5","","Calm","C","DS","","","2019-02-06 06:06:58","2019-02-06 06:06:58","fongemie","","0","72.45.182.26","3893","vheqa"
"2019-02-07","05:25","Scattered","SCT","No precipitation","NO","","","","","","1","2.7","1.4","12.9","","19","1","169","0","-1.5","-1.5","-0.5","-1.5","0.0","-10.0","","Calm","C","DS","Snow, sleet, and freezing rain all observed overnight.","","2019-02-07 07:33:04","2019-02-07 07:33:04","fongemie","","0","72.45.182.26","3894","c1du6"
"2019-02-13","05:24","Overcast","OVC","Snow","SN","Light snowfall","S1","Needles","nd","2-3","24","40.4","","29.0","172","17","NC","187","","-8.5","-10.0","-10.0","-8.0","-7.0","-16.0","","Calm","C","SG","2-3 mm GP, 2-3 mm rST. Observed some GP beginning to look more like IP: it looked like the surface had melted and refrozen.

No obvious density change within the new snow.","","2019-02-13 06:25:01","2019-02-13 06:25:01","fongemie","","0","72.45.182.26","3895","ffvpe"
"2019-02-14","05:24","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1-2","11","10.4","","6.5","96","10","NC","196","2","-15.0","-11.5","-10.0","-14.0","-6.0","-15.0","W","Light","L","SG","","","2019-02-14 06:13:39","2019-02-14 06:13:39","fongemie","","0","71.255.134.162","3896","79k1y"
"2019-02-15","05:22","Overcast","OVC","No precipitation","NO","","","","","","T","","","0.1","","0.0","30","195","1","-8.0","-10.0","-10.0","-7.0","-5.0","-15.0","W","Moderate","M","SG","","","2019-02-15 05:56:11","2019-02-15 05:56:11","fongemie","","0","72.45.182.26","3897","qvzc0"
"2019-02-16","05:22","Overcast","OVC","No precipitation","NO","","","","","","13","15.6","","10.7","123","12","13","205","3","-11.0","-9.5","-9.0","-10.0","-2.0","-10.0","W","Moderate","M","SG","","","2019-02-16 06:10:35","2019-02-16 06:10:35","fongemie","","0","72.45.182.26","3898","rdz72"
"2019-02-17","05:24","Clear","CLR","No precipitation","NO","","","","","","T","","","T","","0.0","T","204","1","-19.0","-13.0","-11.0","-16.5","-9.5","-16.5","","Calm","C","SG","","","2019-02-17 05:52:07","2019-02-17 05:52:07","fongemie","","0","72.45.182.26","3899","8p3ra"
"2019-02-18","05:22","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2-4","T","","","T","","0.0","NC","201","3","-11.5","-13.0","-10.0","-14.5","-9.0","-16.5","","Calm","C","SG","","","2019-02-18 05:47:19","2019-02-18 05:47:19","fongemie","","0","72.45.182.26","3900","alt0n"
"2019-02-19","05:20","Clear","CLR","No precipitation","NO","","","","","","8","3.0","8.2","","99.24","3.7","7","206","3","-16.5","-14.0","-13.5","-16.0","-7.5","-20.5","W","Moderate","M","DS","","","2019-02-19 06:04:07","2019-02-19 06:28:37","fongemie","","1","72.45.182.26","3901","pw1h7"
"2019-02-21","05:21","Overcast","OVC","Snow","SN","Light snowfall","S1","Ice pellets","ip","1","4","9.3","","3.8","218","","NC","204","1","-9.0","-10.5","-10.5","-7.0","-6.0","-16.0","W","Moderate","M","DS","","","2019-02-19 06:38:57","2019-02-23 06:03:28","fongemie","","0","72.45.182.26","3902","dydcj"
"2019-02-19","05:20","Clear","CLR","No precipitation","NO","","","","","","8","3.0","8.2","3.2","","4","7","206","3","-16.5","-14.0","-13.5","-16.0","-7.5","-20.5","W","Moderate","M","DS","","","2019-02-21 19:19:27","2019-02-21 19:22:54","fongemie","","0","71.255.134.162","3903","rs2vx"
"2019-02-20","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","T","","0.0","0","201","5","-19.5","-15.0","-15.0","-16.0","-15.0","-18.0","W","Light","L","DS","","","2019-02-21 19:22:11","2019-02-21 19:22:11","fongemie","","0","71.255.134.162","3904","7px3h"
"2019-02-22","05:57","Broken","BKN","No precipitation","NO","","","","","","9","12.0","9.6","6.9","","13","10","209","4","-10.0","-10.0","-9.5","-10.5","-3.5","-10.5","W","Moderate","M","DS","","","2019-02-22 06:52:51","2019-02-22 06:52:51","fongemie","","0","72.45.182.26","3905","41a68"
"2019-02-23","05:25","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","206","3","-16.0","-11.0","-10.0","-15.0","-6.5","-15.0","","Calm","C","SG","","","2019-02-23 05:58:49","2019-02-23 05:58:49","fongemie","","0","72.45.182.26","3906","9lnlm"
"2019-02-24","05:21","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Needles","nd","2-3","T","","","T","","","NC","203","3","-10.0","-10.5","-10.0","-8.5","-5.0","-15.0","W","Light","L","SG","","","2019-02-24 05:48:10","2019-02-24 05:48:10","fongemie","","0","72.45.182.26","3907","a99az"
"2019-02-25","05:21","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1","20","38.3","","27.3","201","20","NC","227","","-11.0","-9.0","-8.0","-10.0","-2.0","-10.0","W","Strong","S","SG","Drifting. 
Top 10 cm of snow on board was dense and wind affected; under that was 4 cm sleet; under that/at the bottom: 4cm of lighter snow.
Didn't notice any freezing rain fall but there might be a very slight crust over the sleet layer.","","2019-02-25 06:18:01","2019-02-25 06:18:01","fongemie","","0","72.45.182.26","3908","t514f"
"2019-02-26","05:21","Broken","BKN","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5-1","8","10.5","","5.9","138","14","NC","234","1","-22.0","-16.0","-16.0","-22.0","-10.0","-22.0","W","Strong","S","SG","Drifting.","","2019-02-26 06:17:54","2019-02-26 06:20:17","fongemie","","0","72.45.182.26","3909","d4mkf"
"2019-02-27","05:19","Clear","CLR","No precipitation","NO","","","","","","0","","","T","","0.0","25","230","4","-24.5","-20.0","-14.5","-24.0","-17.5","-27.5","W","Strong","S","SG","","","2019-02-27 05:53:36","2019-02-27 05:53:36","fongemie","","0","71.255.134.162","3910","x38hy"
"2019-02-28","05:19","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1-2","1","","","0.8","","","NC","229","2","-15.0","-15.0","-13.0","-18.0","-12.0","-27.0","","Calm","C","SG","","","2019-02-28 05:56:08","2019-02-28 05:56:08","fongemie","","0","72.45.182.26","3911","huq29"
"2019-03-01","05:25","Broken","BKN","No precipitation","NO","","","","","","0","","","0","","","1","227","2","-15.0","-14.5","-13.5","-15.5","-7.5","-20.0","W","Light","L","SG","","","2019-03-01 05:50:56","2019-03-01 05:50:56","fongemie","","0","71.255.134.162","3912","mkbgz"
"2019-03-02","05:23","Broken","BKN","No precipitation","NO","","","","","","0","","","0","","","0","225","2","-13.0","-14.0","-13.0","-14.0","-4.5","-15.0","","Calm","C","SG","","","2019-03-02 05:48:23","2019-03-02 05:48:23","fongemie","","0","71.255.134.162","3913","t48bl"
"2019-03-03","05:23","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2-4","3","0.7","","0.2","22","2","NC","226","2","-9.5","-10.0","-10.0","-10.0","-3.5","-14.5","W","Light","L","SG","Also observed 1-2 mm GP
Stellars were rimed.","","2019-03-03 06:01:39","2019-03-03 06:01:39","fongemie","","0","72.45.182.26","3914","xd9cv"
"2019-03-17","05:26","Broken","BKN","No precipitation","NO","","","","","","4","3.3","","3.7","88","9","4","218","1","-14.0","-8.0","-5.5","-14.5","-2.5","-15.0","W","Strong","S","SG","","","2019-03-17 06:00:27","2019-03-17 06:11:05","fongemie","","0","72.45.182.26","3915","7ozta"
"2019-03-18","05:20","Broken","BKN","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","T","","","0.1","","","NC","216","2","-15.0","-10.0","-8.5","-15.5","-13.0","-15.5","W","Moderate","M","SG","Also saw 2 mm rST.","","2019-03-18 05:46:40","2019-03-18 05:46:40","fongemie","","0","72.45.182.26","3916","kmeu1"
"2019-03-19","05:25","Few","FEW","No precipitation","NO","","","","","","0","","","0.0","0","0.0","NC","215","1","-13.0","-10.0","-8.0","-13.0","-9.5","-15.0","SW","Light","L","DS","","","2019-03-19 05:49:54","2019-03-20 05:53:17","fongemie","","0","72.45.182.26","3917","4qhhj"
"2019-03-20","05:28","Clear","CLR","No precipitation","NO","","","","","","0","","","0","0","0.0","0","214","1","-12.0","-10.0","-9.0","-11.0","-4.5","-14.0","SW","Light","L","DS","","","2019-03-20 05:51:15","2019-03-20 05:52:47","fongemie","","0","71.255.134.162","3918","e8qbf"
"2019-03-21","05:23","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","0.0","0","213","1","-5.5","-6.5","-6.5","-1.5","0.0","-11.5","","Calm","C","DS","","","2019-03-21 05:50:08","2019-03-21 05:50:08","fongemie","","0","72.45.182.26","3919","2vqjy"
"2019-03-22","05:20","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","T","","","T","","0.0","NC","213","1","-5.0","-5.0","-4.5","-4.0","3.0","-4.0","","Calm","C","DS","Barely even a trace of snow","","2019-03-22 05:45:50","2019-03-22 05:45:50","fongemie","","0","72.45.182.26","3920","h18lc"
"2019-03-23","05:17","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Graupel","gp","1-2","38","45.4","","38.6","120","12","NC","253","","-6.0","-6.0","-6.0","-5.5","-2.5","-5.5","W","Moderate","M","SG","Also 2-3 mm rST

There were density changes within the new snow with the lightest snow at the bottom followed by some denser snow on top and somewhat lighter snow near the surface. No mixed precipitation here.

The precip. can was somewhat overfull by 3:30 yesterday when I realized the small can was out.","","2019-03-23 06:13:02","2019-03-23 06:13:02","fongemie","","0","72.45.182.26","3921","dwaf5"
"2019-03-04","05:18","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2-3","5","5.9","","4.3","109","11","NC","228","3","-8.0","-9.0","-8.5","-8.5","-6.5","-12.0","","Calm","C","SG","","","2019-03-04 06:05:51","2019-03-04 06:05:51","fongemie","","0","71.255.134.162","3922","d94ns"
"2019-03-05","05:24","Scattered","SCT","No precipitation","NO","","","","","","4","2.7","","1.6","63","6","11","230","2","-21.0","-13.0","-10.0","-20.0","-3.5","-20.0","W","Moderate","M","SG","","","2019-03-05 06:04:33","2019-03-05 06:04:33","fongemie","","0","72.45.182.26","3923","igbl9"
"2019-03-06","05:08","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","2","0.1","1.7","0.2","99","1","NC","231","","-17.0","-15.0","-13.5","-19.5","-13.0","-20.0","NW","Moderate","M","PF","Fill in Caretaker","","2019-03-06 06:15:29","2019-03-06 06:15:29","fongemie","","0","72.45.182.26","3924","qzytt"
"2019-03-07","05:03","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","0","0.0","0.0","0.1","99","0.0","NC","230","1","-17.5","-16.0","-13.5","-21.5","-18.0","21.5","NE","Strong","S","PF","Fill in Caretaker. Strong winds appear to have cleared both the storm board and the 24 hour board.","","2019-03-07 06:04:10","2019-03-07 06:04:10","fongemie","","0","72.45.182.26","3925","g947f"
