"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube (weight of tube sample)","H Tube Sample (height of snow in tube)","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2019-05-15","06:15","Overcast","OVC","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","0","0","0","0.0","0.0","0.0","-1.0","8.0","-1.0","W","Calm","C","Justin","There is no longer any snow here at gray knob to measure. The temperature measurements are N/A, not 0.0, but the system will only let you submit data when those fields are filled out with a number. We also received a trace of rain over past 24/hr.","","2019-05-15 06:37:28","2019-05-15 06:37:28","fongemie","","0","174.192.17.69","4589","zssxq"
"2019-11-25","08:00","Obscured","X","No precipitation","NO","","","","","","26","31.7","25.6","","99","12","26","61","","-10.0","-5.0","-6.0","-4.5","","","","Calm","C","Benjamin Getraer","Snow is mostly homogeneous, however an icy bottom crust on the board reflects mixed snow and rain and freezing rain in the early afternoon yesterday towards the beginning of the storm. 
Yesterday's snowfall accumulates on a base of ice and snow from early season storms that ranges from 0-35+ cm in nearby locations depending on exposure and wind redistribution. 
Current temperature is taken from the Gray Knob hut thermometer within 100 yds of the plot. 
No can, or previous day temperature extrema for Gray Knob are available at this time.","snowplotter","2019-11-25 09:58:53","2019-11-25 09:58:53","snowplotter","snowplotter","0","174.242.80.205","4590","c21yz"
"2019-11-26","08:00","Scattered","SCT","No precipitation","NO","","","","","","0","","","","","0.0","","59","2","-4.0","-8.0","-3.0","0.0","","","","Calm","C","Benjamin Getraer","No new precip in the last 24 hours. 
Scattered clouds are mostly thin but areas are thicker clouds are developing.","snowplotter","2019-11-26 08:13:46","2019-11-26 08:13:46","snowplotter","snowplotter","0","174.242.81.144","4591","rn53h"
"2019-11-27","08:00","Overcast","OVC","","","","","","","","","","","","","0.0","","57","2","-6.0","-7.0","-6.0","-0.5","1.6","-3.3","","Calm","C","Benjamin Getraer","Above freezing temps and sun yesterday brought more settlement and melt with refreezing overnight. Above treeline on the Spur Trail, slight whoomphing was observed yesterday on wind loaded snowpack. A small avalanche path from this past storm was observed in Jefferson Ravine.","snowplotter","2019-11-27 08:32:06","2019-11-27 08:32:06","snowplotter","snowplotter","0","174.199.7.43","4592","u561w"
"2019-11-28","07:10","Overcast","OVC","No precipitation","NO","","","","","","11","21.0","11.0","","190","19","NC","66","2","-6.0","-8.0","-8.0","-3.3","3.3","-3.3","","Calm","C","Jim","Happy Thanksgiving!  I hope I got the density right.  There was a rain event before the snow started.  I just got up here last night and this is my 1st collection.  My e mail is jamesbaumjr919@gmail.com if you have any density tips.  Thanks","snowplotter","2019-11-28 08:29:52","2019-11-28 08:29:52","snowplotter","snowplotter","0","174.242.75.100","4593","3sznf"
"2019-11-29","07:38","Obscured","X","No precipitation","NO","","","","","","2","2.0","2.0","","100","10.0","NC","68","1","-12.0","-9.0","-8.0","-10.0","0.5","-10.0","","Light","L","Jim","A snowshoe here ran through my plot.","snowplotter","2019-11-29 07:48:32","2019-11-29 07:48:32","snowplotter","snowplotter","0","174.196.204.178","4594","945xu"
"2019-11-30","07:35","Clear","CLR","No precipitation","NO","","","","","","T","0.0","0.0","0.0","0","0.0","16","68","0","-1.0","-3.0","-10.0","-15.0","-7.0","-16.0","","Calm","C","Jim","Cleared HST board.","snowplotter","2019-11-30 07:40:53","2019-11-30 07:40:53","snowplotter","snowplotter","0","174.196.208.74","4595","gjoci"
"2019-12-01","08:08","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.00","0.0","0","68","0","-21.0","-20.0","-14.0","-10.5","-10.0","-16.6","","Calm","C","Jim","Putting batteries in avalanche beacons per Frank's directions at October meeting.","snowplotter","2019-12-01 08:14:18","2019-12-01 08:14:18","snowplotter","snowplotter","0","174.242.65.44","4596","foe58"
"2019-12-02","08:16","Overcast","OVC","No precipitation","NO","","","","","","8","12.0","8.5","0.0","141","14","NC","66","10","-11.0","-8.0","-7.0","-8.3","-5.5","-8.3","","Moderate","M","Jim","Lot of blowing snow in the plot.  The wind definitely inflated the settlement figure.","snowplotter","2019-12-02 08:23:03","2019-12-02 08:23:03","snowplotter","snowplotter","0","174.196.209.18","4597","u74on"
"2019-12-03","08:12","Overcast","OVC","Snow","SN","","","Plates","pl","2","6","6.0","11.0","","183","18","NC","66","6","-14.0","-10.0","-12.0","-8.3","-5.5","-8.9","","Light","L","Jim","Drifting in the plot area.  The wind was pretty strong over night.","snowplotter","2019-12-03 08:19:49","2019-12-03 08:19:49","snowplotter","snowplotter","0","174.196.196.162","4598","dmb8i"
"2019-12-04","08:00","Overcast","OVC","No precipitation","NO","","","","","0","8","8.0","8.0","","100.0","10.0","21","73","1","-10.0","-11.0","-8.0","-8.3","-7.2","-11.0","","Calm","C","Jim","","snowplotter","2019-12-04 08:04:27","2019-12-04 08:04:27","snowplotter","snowplotter","0","174.196.200.203","4599","260gb"
"2019-12-05","08:00","Obscured","X","Snow","SN","Light snowfall","S1","Plates","pl","2.5","2","","","","","0.0","NC","74","1","-11.5","-8.0","-10.0","-6.1","","-6.7","","Calm","C","Benjamin Getraer","Snowfall was very light and intermittent overnight. This morning partially rimed plates gave way to unrimed plates as the precipitation rate increased. A snowfall of 1.75cm did not allow for density measurements. Yesterday's 24 hour max temperature is not available.","snowplotter","2019-12-05 09:25:04","2019-12-05 09:25:04","snowplotter","snowplotter","0","174.196.212.61","4600","szsny"
"2019-12-06","08:10","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1.5","3","2.6","3.3","","80","8","NC","74","3","-14.0","-10.0","-10.0","-12.2","-5.5","-13.3","","Calm","C","Benjamin Getraer","24 hour snowfall totalled at least 3 cm (as observed on the board) however wind redistribution away from the snow plot likely makes this an underestimation. Significant drifting was observed on both boards making density measurement difficult. Likewise apparent ""settlement"" is likely due to wind redistribution.","snowplotter","2019-12-06 08:56:27","2019-12-06 08:56:27","snowplotter","snowplotter","0","174.196.210.217","4601","hez54"
"2019-12-07","08:00","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","0.5","12","5.0","12.0","","42","4","NC","82","4","-14.0","-15.0","-10.0","-14.5","-9.5","-12.8","","Calm","C","Benjamin Getraer","Wind redistribution of extremely light snow likely affected settlement. Morning fog lifted just before 0800 with broken overcast of thin clouds above. Snow temperature was difficult to measure at the surface due to the low density of the unsettled snow.","snowplotter","2019-12-07 08:55:56","2019-12-07 08:55:56","snowplotter","snowplotter","0","174.196.195.62","4602","9qbhe"
"2019-12-08","08:00","Clear","CLR","No precipitation","NO","","","","","","5","1.5","5.5","","27","3","17","85","2","-13.0","-15.0","-10.0","-12.2","-12.2","-15.5","","Calm","C","Benjamin Getraer","Near continuous snow since Wednesday night has stopped. Settlement of extremely light snow has been affected by westerly wind in exposed areas and above treeline. Light drifting observed at the snow plot, but top 5-10 cm of snow remains light loose powder.","snowplotter","2019-12-08 09:23:41","2019-12-08 09:23:41","snowplotter","snowplotter","0","174.196.196.223","4603","tyn53"
"2019-12-09","08:45","Overcast","OVC","No precipitation","NO","","","","","","0","","","","","","0","78","7","-6.0","-5.0","-10.0","1.0","-1.7","-12.8","","Calm","C","Benjamin Getraer","Strong winds at Gray Knob last night scoured the top layer of powder from open and exposed areas depositing drifts of 0-3 cm on the boards despite no precipitation in the past 24 hours.  Above freezing temperatures have quickly settled the remaining snow this morning.","snowplotter","2019-12-09 09:36:23","2019-12-09 09:36:23","snowplotter","snowplotter","0","174.196.205.116","4604","krurt"
"2019-12-10","09:00","Overcast","OVC","No precipitation","NO","","","","","","","","","","","0.0","","67","11","-7.0","-6.0","-6.0","4.4","5.0","-1.7","","Light","L","Benjamin Getraer","Trace amounts of rain yesterday, and temperatures well above freezing since early yesterday morning. Snowpack has become denser and more homogeneous as it settles and melts.","snowplotter","2019-12-10 11:10:48","2019-12-10 11:10:48","snowplotter","snowplotter","0","174.242.69.28","4605","hp9t5"
"2019-05-07","05:23","Scattered","SCT","","","","","","","","","","","","","0.0","","20","5","-1.0","-2.0","-2.0","6.7","12.2","2.2","","Calm","C","Kevin","","","2019-05-07 05:25:14","2019-05-07 05:25:14","fongemie","","0","174.192.2.161","4606","2gffv"
"2019-12-12","08:12","Overcast","OVC","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","1","61","0","-19.0","-15.0","-10.0","16.1","7.7","-17.2","","Light","L","Jim","","snowplotter","2019-12-12 08:15:34","2019-12-12 08:15:34","snowplotter","snowplotter","0","174.242.78.214","4608","k18g"
"2019-12-13","07:58","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","61","0","-8.0","-9.0","-9.0","-6.6","-6.6","-17.2","","Moderate","M","Jim","","snowplotter","2019-12-13 08:03:08","2019-12-13 08:03:08","snowplotter","snowplotter","0","174.242.69.10","4609","7y59v"
"2019-12-14","08:03","Overcast","OVC","Rain","RA","Moderate Rain","RM","","","0","0","0.0","0.0","0.0","0.0","0.0","0","58","3","-1.0","-2.0","-3.0","2.2","2.7","-5.5","","Light","L","Jim","Sorry, no rain amount.  The rain gauge, can developed a hole and leaked.  Will try and like up a new one.","snowplotter","2019-12-14 08:08:20","2019-12-14 08:08:20","snowplotter","snowplotter","0","174.242.75.129","4610","jr0su"
"2019-12-15","07:45","Obscured","X","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.0","0.0","0","56","2","-6.0","-2.0","-2.0","-4.4","8.8","4.4","","Light","L","Jim","","snowplotter","2019-12-15 07:47:53","2019-12-15 07:47:53","snowplotter","snowplotter","0","174.242.64.35","4611","bxhpu"
"2019-12-16","07:56","Few","FEW","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0.0","0.0","T","56","0","-20.0","-18.0","-17.0","-17.2","3.8","-17.2","","Light","L","Jim","Wind blew snow off the board","snowplotter","2019-12-16 08:01:36","2019-12-16 08:01:36","snowplotter","snowplotter","0","174.196.201.125","4612","82mav"
"2019-12-17","08:13","Overcast","OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.0","0.0","0","56","0","-8.0","-9.0","-10.0","-7.2","-7.2","-17.2","","Calm","C","Jim","","snowplotter","2019-12-17 08:15:32","2019-12-17 08:15:32","snowplotter","snowplotter","0","174.242.72.178","4613","4mcad"
"2019-12-18","07:18","Overcast","OVC","No precipitation","NO","","","","","0","8","7.0","8.0","0.0","87.0","9","NC","66","2","-12.0","-13.0","-12.0","-11.6","-4.4","-11.6","","Calm","C","Jim","","snowplotter","2019-12-18 07:23:23","2019-12-18 07:23:23","snowplotter","snowplotter","0","174.242.81.136","4614","ag0qs"
"2019-12-19","08:15","Overcast","OVC","No precipitation","NO","","","","","","18","13.2","18.5","","71","7","18","82","2","-25.0","-17.0","-10.0","-25.0","-7.2","-19.4","","Moderate","M","Benjamin Getraer","Moderate winds with heavier gusts are redistributing the snowfall from last night. Many areas have a compacted base of ice below the fresh snow. Fracturing of the upper slab of snow was observed while walking around the hut. 
The overcast this morning has been thin at times.","snowplotter","2019-12-19 10:30:35","2019-12-19 10:30:35","snowplotter","snowplotter","0","174.242.76.169","4615","60611a"
"2019-12-20","08:00","Overcast","OVC","","","","","","","","","","","","","0.0","","77","5","-18.0","-15.0","-9.0","-12.8","-19.4","-25.6","","Calm","C","Benjamin Getraer","A thin overcast is clearing this AM. No new precipitation has fallen, but yesterday's strong winds have redistributed and settled the light snow from Wednesday night, evidenced by light drifts over portions of the snow boards.","snowplotter","2019-12-20 09:02:05","2019-12-20 09:02:05","snowplotter","snowplotter","0","174.196.196.90","4616","20iby"
"2019-12-21","08:00","Overcast","OVC","","","","","","","","","","","","","0.0","","71","6","-16.0","-12.0","-8.0","-10.0","-9.5","-12.8","","Calm","C","Benjamin Getraer","Thin high overcast this morning with an inverted undercast in the valley as well that has persisted since yesterday. No new precipitation. Snow has continued to settle under well below freezing temperatures, leaving a higher cone of snow stuck to the metal measuring stake. Wind scouring and slab accumulation and settlement has been very noticeable in exposed areas.","snowplotter","2019-12-21 08:29:05","2019-12-21 08:29:05","snowplotter","snowplotter","0","174.242.68.37","4617","8f7uu"
"2019-12-22","08:00","Overcast","OVC","","","","","","","","","","","","","0.0","","70","1","-7.0","-8.0","-7.0","-4.4","-7.2","-10.0","","Calm","C","Benjamin Getraer","As temperatures reach the mid 20s snow continues to settle. The warmer temperatures are allowing ground water to move and refreeze on the surface decreasing stability around springs and increasing surface ice especially on trails.","snowplotter","2019-12-22 09:07:33","2019-12-22 09:07:33","snowplotter","snowplotter","0","174.196.203.91","4618","ivdvz"
"2019-12-23","08:00","Few","FEW","No precipitation","NO","","","","","","","","","","","0.0","","71","0","-7.0","-6.0","-6.0","-1.6","-3.3","-7.2","","Calm","C","Benjamin Getraer","No observed precipitation or settlement in past 24 hours. The sky is currently al moo most entirely clear with a few thin high clouds. Visibility is diminished by hazy clouds on the horizon. The snow plot has been largely sheltered from the increasingly heavy winds felt in exposed areas. Temperatures are forecasted to rise above freezing which will likely increase already dense and icy snow on compacted trails.","snowplotter","2019-12-23 08:19:55","2019-12-23 08:19:55","snowplotter","snowplotter","0","174.242.79.243","4619","rfogc"
"2019-12-24","07:00","Obscured","X","No precipitation","NO","","","","","","T","","","","","0.0","T","69","1","-11.0","-7.0","-4.0","-9.4","0.0","-4.4","","Calm","C","Benjamin Getraer","Temperatures dropped from around 0⁰C to the single digits below (C) last night as fog moved in. Trace amounts of snow were observed on the boards this morning along with thin ice and soft rime accumulation on branches and other surfaces. Fog persists at Gray Knob so far this morning as the ridge above begins to clear.","snowplotter","2019-12-24 07:26:56","2019-12-24 07:26:56","snowplotter","snowplotter","0","174.242.81.192","4620","453n8"
"2019-12-25","08:00","Scattered","SCT","No precipitation","NO","","","","","","","","","","","0.0","","69","0","-11.0","-9.5","-9.0","-7.2","-7.7","-10.0","","Calm","C","Benjamin Getraer","Merry Christmas and Happy Hanukkah!","snowplotter","2019-12-25 08:18:13","2019-12-25 08:18:13","snowplotter","snowplotter","0","174.242.75.155","4621","47jby"
"2019-12-26","07:59","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.00","0.0","0","66","3","-11.0","-13.0","-11.0","-6.1","-2.2","-7.7","","Calm","C","Jim","","snowplotter","2019-12-26 08:02:53","2019-12-26 08:02:53","snowplotter","snowplotter","0","174.196.209.46","4622","jf3my"
"2019-12-27","07:56","","","Rain","RA","Light rain","RL","","","","0","0.0","0.0","0.0","0.00","0.0","0","66","0","-2.0","-3.0","-4.0","1.6","2.2","-6.1","","Calm","C","Jim","","snowplotter","2019-12-27 07:59:06","2019-12-27 07:59:06","snowplotter","snowplotter","0","174.196.203.110","4623","v8loz"
"2019-12-28","08:04","Obscured","X","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.00","0.0","0","61","5","-8.0","-7.0","-5.0","-5.0","3.8","-5.0","","Light","L","Jim","","snowplotter","2019-12-28 08:08:42","2019-12-28 08:08:42","snowplotter","snowplotter","0","174.242.76.217","4624","rkbki"
"2019-12-29","07:41","Obscured","X","","","","","","","","","","","","0.00","0.0","","61","0","-10.0","-10.0","-8.0","-8.8","-2.2","-8.8","","Calm","C","Jim","","snowplotter","2019-12-29 07:44:51","2019-12-29 07:44:51","snowplotter","snowplotter","0","174.242.71.210","4625","s1b9"
"2019-12-30","08:03","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","3","8","0.0","8.0","0.0","100.0","10","NC","69","0","-4.0","-3.0","-5.0","-0.5","-0.5","-8.8","","Light","L","Jim","","snowplotter","2019-12-30 08:06:50","2019-12-30 08:06:50","snowplotter","snowplotter","0","174.196.206.164","4626","j69wk"
"2019-12-11","08:00","","","","","","","","","","1","","","","","0.0","1","61","7","-12.0","-6.0","-7.0","-12.8","4.4","-7.8","","Calm","C","Benjamin Getraer","Yesterday, rain transitioned to freezing rain and then snow, with accumulation of 0.5 cm snow. Single digit temperatures have refrozen the snowpack, with the top layer of powder poorly bonded to the crust below. Areas compacted by travel have a very dense icy base. 
Notes: our two snowpack thermometers are not calibrated to the same reference, and the measurements here are taken with the single thermometer that was assumed to be more accurate. This problem should be assumed to impact data from the beginning of the season, where disparity between the thermometers is approximately 5⁰C.","snowplotter","2019-12-11 10:11:15","2019-12-11 10:11:15","snowplotter","snowplotter","0","174.242.80.81","4607","iexn1"
"2019-12-31","08:10","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Needles","nd","1","7","16.0","7.0","0.0","228","22","NC","74","1","-6.0","-7.0","-5.0","-5.0","-0.5","-8.3","","Light","L","Jim","Lots of wind in the plot area.","snowplotter","2019-12-31 08:14:00","2019-12-31 08:14:00","snowplotter","snowplotter","0","174.242.73.37","4627","s7c5k"
"2020-01-01","07:56","Overcast","OVC","No precipitation","NO","","","","","","6","5.0","6.0","0.0","83","8","NC","79","0","-8.0","-10.0","-9.0","-8.3","-5.0","-8.3","","Calm","C","Jim","","snowplotter","2020-01-01 08:00:22","2020-01-01 08:00:22","snowplotter","snowplotter","0","174.242.66.90","4628","482g8"
"2020-01-02","09:00","Scattered","SCT","No precipitation","NO","","","","","","2","","","","","0.0","18","82","3","-11.0","-10.0","-6.0","-8.3","-5.0","-8.3","","Light","L","Benjamin Getraer","Continuous snow for most of yesterday added to a layer of much lighter and colder snow over the heavier snow before New Years eve and was redistributed overnight by moderate winds. Drifting was observed on the HN24 board. The sky is mostly cloudy this morning with some fairly thin clouds.","snowplotter","2020-01-02 09:45:21","2020-01-02 09:45:21","snowplotter","snowplotter","0","174.196.210.223","4629","zde5y"
"2020-01-03","08:00","Obscured","X","No precipitation","NO","","","","","","","","","","","0.0","","79","3","-4.0","-6.0","-5.0","-1.0","-2.7","-9.4","","Calm","C","Benjamin Getraer","Yesterday's clouds cleared towards evening with rising temperatures and then low fog moving in. This morning Gray Knob is in the clouds with temperatures rising. No discernable precipitation has fallen in the last 24 hours but some wind blown snow moved around yesterday.","snowplotter","2020-01-03 08:41:55","2020-01-03 08:41:55","snowplotter","snowplotter","0","174.242.72.219","4630","yl5yr"
"2020-01-04","08:00","Overcast","OVC","No precipitation","NO","","","","","","","","","","","0.0","","79","0","-5.0","-4.0","-4.0","-2.2","0.0","-2.8","","Calm","C","Benjamin Getraer","Yesterday's warmer temperatures did not quite melt snow at Gray Knob and no settling was observed. The cloud ceiling has lifted slightly this morning. Hikers yesterday reported lighter winds than forecasted, but extremely low visibility.","snowplotter","2020-01-04 08:35:48","2020-01-04 08:35:48","snowplotter","snowplotter","0","174.242.80.70","4631","lfhp0"
"2020-01-05","05:50","Obscured","X","Snow","SN","Very light snowfall","S-1","Stellars and dendrites, Irregular crystals","sd, ir","1","10","10.0","10.0","","100","10.0","NC","88","1","-11.0","-7.0","-5.0","-9.4","0.0","-4.4","","Light","L","Benjamin Getraer","Very light snowfall, possibly blowing snow from upper ridge, continues this morning. While some Crystal's are clearly stellar, many appear broken and difficult to classify. Overnight snow began to pick up as temperatures fell from near freezing to the single digits below (C). A thin layer of ice was observed on the snow boards.","snowplotter","2020-01-05 06:21:12","2020-01-05 06:21:12","snowplotter","snowplotter","0","174.242.66.50","4632","cdk1p"
"2020-01-05","05:45","Clear","CLR","No precipitation","NO","","","","","","3","1.4","3.5","","40","4.0","13","88","3","-17.0","-12.0","-8.0","-7.8","-4.4","-12.2","","Calm","C","Benjamin Getraer","Dry light snow settled overnight leaving a cone of slightly higher snow stuck to the measuring stake. Clear starry skies this AM","snowplotter","2020-01-06 06:11:19","2020-01-06 06:11:19","snowplotter","snowplotter","0","174.242.74.197","4633","vgiia"
"2020-01-07","06:10","Overcast","OVC","No precipitation","NO","","","","","","T","","","","","0.0","T","88","0","-14.0","-10.0","-8.0","-6.6","-6.1","-10.5","","Moderate","M","Benjamin Getraer","Moderate winds at the snowplot this morning are blowing snow. Significant drifting of snow on the boards (0-1cm) suggests that the trace amount left is representative of wind redistribution but possibly not total snowfall. 
Windslabs on the northern slopes of Jefferson were observed yesterday, and showed significant instability (propagating cracks and sliding underfoot) in low angle pitches near the top of Castle Ravine.","snowplotter","2020-01-07 06:30:48","2020-01-07 06:30:48","snowplotter","snowplotter","0","174.242.75.151","4634","x2oj2"
"2020-01-07","05:45","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1","4","3.3","4.0","","81","8","NC","90","2","-12.0","-10.0","-8.0","-5.0","-4.4","-6.7","","Calm","C","Benjamin Getraer","Yesterday saw continuous cloud cover nearly al day, with new snowfall moving in overnight. Temperatures have been in the mid single digits below (C) with little variance for the past few days.","snowplotter","2020-01-08 06:06:05","2020-01-08 06:06:05","snowplotter","snowplotter","0","174.196.206.236","4635","7bfg"
"2020-01-09","06:00","Overcast","OVC","No precipitation","NO","","","","","","5","4.0","5.0","0.0","80.0","8.0","NC","96","0","-23.0","-24.0","-16.0","0.0","0.0","0.0","","Calm","C","Jim","Disregard current and past 24 hour temperatures.  Tried trouble shooting our thermometer problem last night.  Appears the outside part has fallen off the cabin and into the snow.  Will try and dig it out when the sun comes up.  Entered 0.0 so the form would send.","snowplotter","2020-01-09 06:06:22","2020-01-09 06:06:22","snowplotter","snowplotter","0","174.242.66.143","4636","m1bcj"
"2020-01-10","05:58","Overcast","OVC","","","","","","","","0","0.0","0.0","0.0","0.0","0.0","13","89","7","-5.0","-7.0","-8.0","-3.3","-2.7","-13.3","","Light","L","Jim","Found, thawed out, tested and replaced outdoor thermometer.  Not a full 24 hour cycle on temps.  Lots of wind overnight probably led the high settlement figure.","snowplotter","2020-01-10 06:03:05","2020-01-10 06:03:05","snowplotter","snowplotter","0","174.242.77.192","4637","ed208"
"2020-01-11","05:55","Overcast","OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.00","0","84","5","-1.0","-4.0","-4.0","4.4","5.0","-6.6","","Light","L","Jim","","snowplotter","2020-01-11 05:57:30","2020-01-11 05:57:30","snowplotter","snowplotter","0","174.242.72.13","4638","33dhd"
"2020-01-12","05:58","Overcast","OVC","Rain","RA","Light rain","RL","","","0","0","0.0","0.0","0.0","0.00","0.0","0","66","18","-2.0","-3.0","-4.0","9.4","9.4","1.1","","Light","L","Jim","","snowplotter","2020-01-12 06:00:34","2020-01-12 06:00:34","snowplotter","snowplotter","0","174.196.203.1","4639","znpfs"
"2020-01-13","06:00","Few","FEW","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0.00","0.0","T","61","5","-8.0","-9.0","-5.0","-4.4","9.4","-9.4","","Light","L","Jim","Coming around the HS pole.  Trace amounts of ice on the boards.","snowplotter","2020-01-13 06:02:49","2020-01-13 06:02:49","snowplotter","snowplotter","0","174.196.205.111","4640","x2rc1"
"2020-01-14","05:58","Overcast","OVC","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0.00","0.0","NC","59","2","-10.0","-9.0","-5.0","-6.1","-1.1","-6.1","","Calm","C","Jim","","snowplotter","2020-01-14 06:00:34","2020-01-14 06:00:34","snowplotter","snowplotter","0","174.242.69.235","4641","9gupo"
"2020-01-15","06:02","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Plates","pl","1","T","0.0","0.0","0.0","0.00","0.0","NC","56","3","-8.0","-7.0","-6.0","-3.8","-3.3","-6.6","","Calm","C","Jim","","snowplotter","2020-01-15 06:04:19","2020-01-15 06:04:19","snowplotter","snowplotter","0","174.242.78.43","4642","t5srs"
"2020-01-16","05:55","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1.5","2","","","","","0.0","NC","57","1","-8.0","-6.0","-5.0","-5.0","-3.8","-7.5","","Calm","C","Benjamin Getraer","New snow continue to accumulate on top of dry icy base. In areas of compaction base is essentially hard ice, elsewhere loose poorly bonded crystals underlie hardened crust.","snowplotter","2020-01-16 06:15:37","2020-01-16 06:15:37","snowplotter","snowplotter","0","174.242.76.210","4643","r8ffo"
"2020-01-17","06:00","Few","FEW","No precipitation","NO","","","","","","20","16.5","21 0","","79","","21","80","","-24.0","-12.0","-8.0","-23.8","-5.0","-15.5","","Calm","C","Benjamin Getraer","This morning is mostly clear and calm, with infrequent gusts at the snow plot. Yesterday's snowfall settled and redistributed slightly unevenly across the snowplot resulting in an HS greater than the HN24 would suggest. 
Temperatures have dropped very quickly and the cold fresh snow remains not bonded to the icy base beneath.","snowplotter","2020-01-17 06:32:55","2020-01-17 06:32:55","snowplotter","snowplotter","0","174.242.72.231","4644","3feq4"
"2020-01-17","06:00","Broken","BKN","No precipitation","NO","","","","","","","","","","","0.0","","79","1","-20.0","-14.0","-8.0","-15.6","-15.6","-23.8","","Calm","C","Benjamin Getraer","No new precipitation.","snowplotter","2020-01-18 06:24:01","2020-01-18 06:24:01","snowplotter","snowplotter","0","174.196.203.120","4645","w47r4"
"2020-01-19","06:00","","","Snow","SN","Moderate snowfall","S2","Stellars and dendrites","sd","2","20","29.5","19.0","","155","16","NC","84","15","-10.0","-10.0","-8.0","-6.1","-9.5","-15.5","","Calm","C","Benjamin Getraer","Denser falling snow has helped to settle the lighter snow from the last storm, while wind drifting has also contributed to non uniform accumulation at the plot. Coning observed around the snow stake.","snowplotter","2020-01-19 06:24:59","2020-01-19 06:24:59","snowplotter","snowplotter","0","174.196.204.69","4646","bf8s8"
"2020-01-31","06:00","Clear","CLR","No precipitation","NO","","","","","","","","","","","0.0","","89","0","-15.0","-14.0","-12.0","-7.7","-6.6","-12.8","","Calm","C","Benjamin Getraer","Clear with no new precipitation.","snowplotter","2020-01-31 06:15:38","2020-01-31 06:15:38","snowplotter","snowplotter","0","174.242.73.253","4647","gh1dy"
"2020-02-01","06:00","Overcast, Obscured","OVC, X","No precipitation","NO","","","","","","T","","","","","0.0","T","89","0","-9.0","-10.0","-9.0","-5.5","-5.0","-7.7","","Calm","C","Benjamin Getraer","Clear weather ended yesterday evening as cloudy skies moved in followed by periods of in the clouds and light snowfall. Gray Knob is currently in the clouds.","snowplotter","2020-02-01 06:12:48","2020-02-01 06:12:48","snowplotter","snowplotter","0","174.196.201.103","4648","18t3t"
"2020-02-02","06:00","Obscured","X","No precipitation","NO","","","","","","T","","","","","0.0","T","89","0","-11.0","-8.0","-8.0","-7.2","-3.3","-7.7","","Calm","C","Benjamin Getraer","Conditions have not changed significantly following to nights with a very light dusting of new snow.","snowplotter","2020-02-02 06:18:46","2020-02-02 06:18:46","snowplotter","snowplotter","0","174.196.204.110","4649","ypttn"
"2020-02-03","05:50","Obscured","X","No precipitation","NO","","","","","","1","","","","","0.0","1","90","0","-12.0","-10.0","-8.0","-8.3","-6.1","-8.3","","Calm","C","Benjamin Getraer","Gray Knob is in the clouds again this morning after another night of light snow showers.  Fairly stable snowpack temperatures have retained icy rain crust layers at 1cm and 10cm.","snowplotter","2020-02-03 06:09:02","2020-02-03 06:09:02","snowplotter","snowplotter","0","174.242.76.6","4650","vlxv7"
"2020-02-04","06:00","Broken","BKN","No precipitation","NO","","","","","","","","","","","0.0","","89","1","-10.0","-10.0","-8.0","-5.0","-5.0","-8.3","","Calm","C","Benjamin Getraer","High wind gusts yesterday evening redistributed the top layer of snow, with an apparent settlement of 1 cm. The overcast this morning has broken views of clear sky at dawn.","snowplotter","2020-02-04 06:23:35","2020-02-04 06:23:35","snowplotter","snowplotter","0","174.242.75.78","4651","wceaq"
